#Acq. time (s)=	20
#Accumulations=	5
#Range (cm-¹)=	1000...3000
#Windows=	1
#Auto scanning=	Off
#Autofocus=	At all pixels
#SWIFT=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS_LWD
#Grating=	300 (600nm)
#ND Filter=	25%
#Laser=	488nm_Edge
#Hole=	199.981
#Range=	Visible
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-4238.55
#Full time(hh:mm)=	25:17
#Project=	
#Sample=	
#Site=	
#Title=	operando_blue_25%_20x5
#Remark=	
#Date=	02.10.2024 11:24
#Generated=	03.10.2024 13:10:27
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Time
#AxisUnit[1]=sec
0	25298.5
320.151	25335.5
640.301	25294
960.452	25564.5
1280.6	25757.5
1600.75	26250
1920.9	26338.5
2241.05	26717
2561.21	26993
2881.36	27290
3201.51	27456.5
3521.66	27695.5
3841.81	27984.5
4161.96	32855
4482.11	44413.5
4802.26	44432.5
5122.41	46155
5442.56	48082
5762.71	48297
6082.86	51341
6403.01	41313.5
6723.16	34214.5
7043.31	33156
7363.47	32039.5
7683.62	30973
8003.77	30456
8323.92	30371.5
8644.07	30512.5
8964.22	30710.5
9284.37	31246.5
9604.52	32556.5
9924.67	32917.5
10244.8	33164
10565	33194.5
10885.1	33154
11205.3	33104
11525.4	33196
11845.6	33667
12165.7	34366
12485.9	35024
12806	35342.5
13126.2	35571.5
13446.3	35886.5
13766.5	37799.5
14086.6	50571
14406.8	54731.5
14726.9	51708
15047.1	51979
15367.2	53292
15687.4	58445
16007.5	57009.5
16327.7	48167
16647.8	44785.5
16968	44136
17288.1	42906
17608.3	44274.5
17928.4	42077
18248.6	41259.5
18568.7	41157.5
18888.9	41901
19209	43681.5
19529.2	45220
19849.3	46467
20169.5	47674
20489.6	48361.5
20809.8	49498.5
21129.9	49871.5
21450.1	50586.5
21770.2	51555.5
22090.4	53301.5
22410.5	53585.5
22730.7	54662
23050.8	55034
23371	56082
23691.1	60438.5
24011.3	64935
24331.4	64935
24651.6	64935
24971.8	64935
25291.9	64935
25612.1	64935
25932.2	64935
26252.4	55659.5
26572.5	55490
26892.7	56373.5
27212.8	57396.5
27533	57710
27853.1	57662
28173.3	58120.5
28493.4	59073
28813.6	60606
29133.7	63334.5
29453.9	64935
29774	64935
30094.2	64935
30414.3	64935
30734.5	64935
31054.6	64935
31374.8	64935
31694.9	64935
32015.1	64935
32335.2	64935
32655.4	64935
32975.5	64935
33295.7	64935
33615.8	64935
33936	64935
34256.1	64935
34576.3	64935
34896.4	64935
35216.6	64935
35536.7	64935
35856.9	64935
36177	64935
36497.2	64935
36817.3	64935
37137.5	64935
37457.6	64935
37777.8	64935
38097.9	64935
38418.1	64935
38738.2	64935
39058.4	64935
39378.5	64935
39698.7	64935
40018.8	64935
40339	64935
40659.1	64935
40979.3	64935
41299.4	64935
41619.6	64935
41939.7	64935
42259.9	64935
42580	64935
42900.2	64935
43220.3	64935
43540.5	64935
43860.6	64935
44180.8	64935
44500.9	64935
44821.1	64935
45141.2	64935
45461.4	64935
45781.5	64935
46101.7	64935
46421.8	64935
46742	64935
47062.1	64935
47382.3	64935
47702.4	64935
48022.6	64935
48342.8	64935
48662.9	64935
48983.1	64935
49303.2	64935
49623.4	64935
49943.5	64935
50263.7	64935
50583.8	64935
50904	64935
51224.1	64935
51544.3	64935
51864.4	64935
52184.6	64935
52504.7	64935
52824.9	64935
53145	64935
53465.2	64935
53785.3	64935
54105.5	64935
54425.6	64935
54745.8	64935
55065.9	64935
55386.1	64935
55706.2	64935
56026.4	64935
56346.5	64935
56666.7	64935
56986.8	64935
57307	64935
57627.1	64935
57947.3	64935
58267.4	64935
58587.6	64935
58907.7	64935
59227.9	64935
59548	64935
59868.2	64935
60188.3	64935
60508.5	64935
60828.6	64935
61148.8	64935
61468.9	64935
61789.1	64935
62109.2	64935
62429.4	64935
62749.5	64935
63069.7	64935
63389.8	64935
63710	64935
64030.1	64935
64350.3	64935
64670.4	64935
64990.6	64935
65310.7	64935
65630.9	64935
65951	64935
66271.2	64927.8
66591.3	64935
66911.5	64717.3
67231.6	64935
67551.8	64253
67871.9	62919.5
68192.1	62455.5
68512.2	62377.5
68832.4	62558.5
69152.5	62844
69472.7	63231
69792.8	64359.3
70113	64935
70433.1	64935
70753.3	64935
71073.4	64935
71393.6	64935
71713.8	64935
72033.9	64935
72354	64935
72674.2	64935
72994.4	64935
73314.5	64935
73634.6	64935
73954.8	64935
74275	64935
74595.1	64935
74915.3	64935
75235.4	64935
75555.6	64935
75875.7	64935
76195.9	64935
76516	64935
76836.2	64935
77156.3	64935
77476.5	64935
77796.6	64935
78116.8	64935
78436.9	64935
78757.1	64935
79077.2	64935
79397.4	64935
79717.5	64935
80037.7	64935
80357.8	64935
80678	64935
80998.1	64935
81318.3	64935
81638.4	64935
81958.6	64935
82278.7	64935
82598.9	64935
82919	64935
83239.2	64935
83559.3	64935
83879.5	64935
84199.6	64935
84519.8	64935
84839.9	64935
85160.1	64935
85480.2	64935
85800.4	64935
86120.5	64935
86440.7	64935
86760.8	64935
87081	64935
87401.1	64935
87721.3	64935
88041.4	64935
88361.6	64935
88681.7	64935
89001.9	64935
89322	64935
89642.2	64935
